MJD;X;sigma_X;Y;sigma_Y;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;dX;sigma_dX;dY;sigma_dY;bulB/X;bulB/Y;bulB/UT1-UTC;bulB/dX;bulB/dY
51067;0.093271;0.000104;0.466749;0.000113;-0.1397049;0.0000112;1.1583;0.0078;-0.151;0.315;-0.374;0.298;.093290;.466610;-.1397250;-0.135;-0.432
51068;0.095025;0.000100;0.466208;0.000106;-0.1407588;0.0000112;0.9558;0.0099;-0.155;0.315;-0.410;0.298;.095020;.466090;-.1407430;-0.161;-0.593
51069;0.096918;0.000077;0.465759;0.000083;-0.1416275;0.0000163;0.7865;0.0082;-0.149;0.315;-0.415;0.298;.096750;.465690;-.1416630;-0.246;-0.612
51070;0.099184;0.000082;0.465392;0.000089;-0.1423559;0.0000121;0.6896;0.0103;-0.126;0.315;-0.391;0.298;.099100;.465260;-.1423780;-0.213;-0.479
51071;0.101729;0.000086;0.465107;0.000092;-0.1430386;0.0000127;0.6885;0.0089;-0.098;0.315;-0.326;0.298;.101750;.464930;-.1430220;-0.115;-0.362
51072;0.104214;0.000081;0.464842;0.000099;-0.1437508;0.0000130;0.7410;0.0091;-0.083;0.315;-0.190;0.298;.104290;.464720;-.1437630;-0.032;-0.208
51073;0.106342;0.000070;0.464445;0.000096;-0.1445275;0.0000129;0.8143;0.0091;-0.080;0.315;0.026;0.298;.106540;.464300;-.1445660;-0.043;-0.014
51074;0.107966;0.000062;0.463758;0.000095;-0.1453857;0.0000128;0.9064;0.0090;-0.083;0.315;0.215;0.298;.108060;.463730;-.1453830;-0.092;0.118
51075;0.109237;0.000064;0.462621;0.000095;-0.1463465;0.0000126;1.0172;0.0084;-0.092;0.315;0.284;0.298;.109190;.462570;-.1463160;-0.124;0.250
51076;0.110531;0.000074;0.461177;0.000077;-0.1474119;0.0000109;1.1035;0.0072;-0.107;0.315;0.268;0.298;.110510;.460960;-.1474310;-0.141;0.178
51077;0.112092;0.000069;0.459657;0.000120;-0.1485366;0.0000068;1.1390;0.0060;-0.120;0.315;0.208;0.298;.112080;.459540;-.1485550;-0.139;0.001
51078;0.113940;0.000067;0.458158;0.000116;-0.1496750;0.0000049;1.1299;0.0040;-0.127;0.315;0.119;0.298;.113860;.458050;-.1496660;-0.061;-0.030
51079;0.115893;0.000066;0.456708;0.000116;-0.1507827;0.0000044;1.0798;0.0047;-0.129;0.315;0.007;0.298;.115840;.456520;-.1507800;-0.082;0.042
51080;0.117634;0.000070;0.455262;0.000114;-0.1518317;0.0000080;1.0211;0.0046;-0.121;0.315;-0.092;0.298;.117640;.455060;-.1518410;-0.188;0.122
51081;0.119135;0.000074;0.453923;0.000119;-0.1528283;0.0000080;0.9725;0.0054;-0.092;0.315;-0.134;0.298;.119170;.453760;-.1528260;-0.382;0.170
51082;0.120358;0.000072;0.452679;0.000114;-0.1537768;0.0000072;0.9240;0.0068;-0.053;0.315;-0.108;0.298;.120390;.452570;-.1537680;-0.522;0.130
51083;0.121362;0.000062;0.451334;0.000065;-0.1546723;0.0000110;0.8635;0.0060;-0.029;0.315;-0.053;0.298;.121340;.451320;-.1546930;-0.517;0.041
51084;0.122310;0.000077;0.449762;0.000070;-0.1555080;0.0000096;0.8156;0.0066;-0.023;0.315;-0.016;0.298;.122300;.449720;-.1555430;-0.373;0.032
51085;0.123276;0.000068;0.448093;0.000083;-0.1563206;0.0000073;0.8189;0.0051;-0.031;0.315;0.009;0.298;.123320;.447910;-.1563210;-0.123;0.082
51086;0.124235;0.000072;0.446545;0.000086;-0.1571745;0.0000032;0.9082;0.0042;-0.054;0.042;0.039;0.298;.124320;.446400;-.1571750;-0.013;0.091
51087;0.125308;0.000076;0.445206;0.000088;-0.1581647;0.0000041;1.0806;0.0026;-0.095;0.042;0.076;0.298;.125350;.445040;-.1581770;0.045;0.134
51088;0.126541;0.000068;0.443996;0.000088;-0.1593483;0.0000041;1.2909;0.0029;-0.135;0.042;0.106;0.298;.126530;.443810;-.1593500;0.179;0.462
51089;0.128081;0.000074;0.442688;0.000107;-0.1607528;0.0000041;1.5201;0.0036;-0.146;0.045;0.115;0.298;.128040;.442560;-.1607750;0.290;0.580
51090;0.129802;0.000090;0.441291;0.000122;-0.1623844;0.0000059;1.7371;0.0032;-0.131;0.045;0.090;0.298;.129790;.441260;-.1623690;0.381;0.631
51091;0.131486;0.000089;0.439771;0.000122;-0.1642020;0.0000050;1.8792;0.0039;-0.099;0.041;0.022;0.298;.131470;.439610;-.1641980;0.304;0.340
51092;0.132988;0.000097;0.438055;0.000123;-0.1661030;0.0000052;1.9019;0.0036;-0.069;0.315;-0.079;0.298;.132950;.438040;-.1661190;0.201;0.129
51093;0.134304;0.000094;0.436111;0.000126;-0.1679793;0.0000051;1.8451;0.0043;-0.066;0.315;-0.194;0.298;.134300;.436030;-.1679800;0.135;-0.077
51094;0.135686;0.000097;0.434041;0.000128;-0.1697742;0.0000069;1.7314;0.0043;-0.097;0.315;-0.271;0.298;.135650;.433830;-.1697670;0.072;-0.211
51095;0.137238;0.000103;0.432137;0.000127;-0.1714323;0.0000069;1.5884;0.0055;-0.143;0.315;-0.305;0.298;.137210;.431860;-.1714380;0.082;-0.432
51096;0.138829;0.000101;0.430683;0.000117;-0.1729546;0.0000085;1.4561;0.0060;-0.186;0.062;-0.289;0.298;.138840;.430600;-.1729550;0.118;-0.670
51097;0.140198;0.000083;0.429632;0.000105;-0.1743468;0.0000098;1.3307;0.0083;-0.217;0.081;-0.229;0.298;.140170;.429510;-.1743740;0.036;-0.755
51098;0.141281;0.000072;0.428680;0.000099;-0.1756297;0.0000143;1.2465;0.0095;-0.222;0.106;-0.182;0.298;.141300;.428710;-.1756750;-0.085;-0.599
51099;0.142087;0.000072;0.427570;0.000091;-0.1768615;0.0000162;1.2275;0.0102;-0.181;0.106;-0.195;0.298;.142080;.427600;-.1768890;-0.060;-0.495
51100;0.142879;0.000065;0.426166;0.000093;-0.1781109;0.0000146;1.2870;0.0113;-0.102;0.106;-0.255;0.298;.142800;.426040;-.1781180;-0.010;-0.166
51101;0.143981;0.000067;0.424656;0.000097;-0.1794421;0.0000158;1.3663;0.0103;-0.039;0.106;-0.301;0.298;.144040;.424490;-.1794610;0.119;-0.164
51102;0.145302;0.000060;0.423315;0.000084;-0.1808296;0.0000144;1.4038;0.0107;-0.001;0.097;-0.324;0.298;.145380;.423230;-.1808420;0.104;0.002
51103;0.146699;0.000044;0.422166;0.000070;-0.1822462;0.0000145;1.4308;0.0100;0.023;0.097;-0.338;0.298;.146710;.422100;-.1822120;0.092;0.228
51104;0.148075;0.000079;0.421073;0.000066;-0.1836913;0.0000140;1.4580;0.0081;0.033;0.315;-0.333;0.298;.148110;.420990;-.1836610;0.030;0.168
51105;0.149289;0.000080;0.419901;0.000108;-0.1851561;0.0000071;1.4667;0.0077;0.032;0.315;-0.299;0.298;.149290;.419730;-.1851800;0.027;0.065
51106;0.150288;0.000089;0.418562;0.000108;-0.1866186;0.0000065;1.4571;0.0044;0.032;0.315;-0.251;0.298;.150230;.418400;-.1866130;0.056;-0.137
51107;0.151193;0.000088;0.416984;0.000109;-0.1880672;0.0000053;1.4383;0.0043;0.039;0.315;-0.210;0.298;.151150;.416880;-.1880530;0.028;-0.043
51108;0.151832;0.000102;0.415080;0.000124;-0.1894818;0.0000056;1.3794;0.0037;0.052;0.315;-0.182;0.298;.151950;.414940;-.1895090;-0.057;-0.019
51109;0.152232;0.000102;0.413067;0.000123;-0.1908162;0.0000053;1.2913;0.0040;0.063;0.315;-0.150;0.298;.152320;.412880;-.1908230;-0.193;-0.007
51110;0.152531;0.000095;0.411202;0.000121;-0.1920760;0.0000058;1.2380;0.0051;0.067;0.315;-0.103;0.298;.152530;.411040;-.1920590;-0.354;-0.063
51111;0.152948;0.000075;0.409558;0.000106;-0.1933059;0.0000087;1.2257;0.0077;0.056;0.315;-0.048;0.298;.152960;.409450;-.1933040;-0.376;-0.031
51112;0.153500;0.000061;0.408000;0.000105;-0.1945256;0.0000142;1.2080;0.0099;0.035;0.315;-0.002;0.298;.153510;.407950;-.1945460;-0.249;0.024
51113;0.154181;0.000056;0.406369;0.000097;-0.1957186;0.0000177;1.1804;0.0124;0.019;0.315;0.045;0.298;.154190;.406270;-.1957380;-0.114;0.138
51114;0.155032;0.000043;0.404645;0.000084;-0.1969038;0.0000204;1.2052;0.0137;0.005;0.315;0.106;0.298;.155000;.404560;-.1969190;-0.005;0.129
51115;0.156069;0.000040;0.402915;0.000080;-0.1981625;0.0000209;1.3307;0.0144;-0.015;0.315;0.179;0.298;.156040;.402790;-.1981300;0.051;0.131
51116;0.157180;0.000041;0.401310;0.000081;-0.1995924;0.0000203;1.5378;0.0130;-0.050;0.315;0.238;0.298;.157170;.401180;-.1995050;0.156;0.353
51117;0.158286;0.000047;0.399819;0.000085;-0.2012478;0.0000156;1.7739;0.0121;-0.098;0.315;0.266;0.298;.158280;.399690;-.2011920;0.272;0.516
51118;0.159453;0.000050;0.398390;0.000101;-0.2031327;0.0000133;1.9874;0.0086;-0.152;0.062;0.244;0.298;.159470;.398270;-.2031340;0.311;0.525
51119;0.160689;0.000060;0.396959;0.000095;-0.2051950;0.0000074;2.1180;0.0075;-0.192;0.069;0.163;0.298;.160720;.396800;-.2052100;0.284;0.377
51120;0.161881;0.000099;0.395513;0.000114;-0.2073275;0.0000069;2.1252;0.0049;-0.193;0.063;0.048;0.298;.161840;.395320;-.2073330;0.109;0.148
51121;0.162840;0.000108;0.394029;0.000116;-0.2094117;0.0000065;2.0315;0.0052;-0.153;0.057;-0.055;0.298;.162790;.393910;-.2094130;0.059;0.142
51122;0.163267;0.000105;0.392369;0.000121;-0.2113674;0.0000078;1.8684;0.0052;-0.118;0.057;-0.094;0.298;.163190;.392310;-.2113550;0.012;-0.014
51123;0.163208;0.000107;0.390501;0.000130;-0.2131431;0.0000082;1.6890;0.0057;-0.105;0.057;-0.030;0.298;.163130;.390500;-.2131330;0.034;-0.349
51124;0.163258;0.000103;0.388356;0.000131;-0.2147575;0.0000083;1.5458;0.0056;-0.093;0.050;0.040;0.104;.163230;.388320;-.2147600;0.081;-0.700
51125;0.163621;0.000100;0.386003;0.000108;-0.2162511;0.0000077;1.4518;0.0064;-0.079;0.315;0.069;0.115;.163570;.385860;-.2162550;0.045;-0.794
51126;0.164216;0.000088;0.383607;0.000093;-0.2176843;0.0000097;1.4273;0.0061;-0.077;0.315;0.065;0.298;.164150;.383480;-.2176810;-0.034;-0.547
51127;0.164874;0.000054;0.381258;0.000082;-0.2191226;0.0000094;1.4534;0.0059;-0.097;0.047;0.019;0.298;.164860;.381130;-.2191100;-0.097;-0.184
51128;0.165512;0.000047;0.379007;0.000080;-0.2205933;0.0000067;1.4861;0.0059;-0.145;0.055;-0.040;0.298;.165440;.378810;-.2205850;-0.066;-0.044
51129;0.166175;0.000042;0.376915;0.000078;-0.2220920;0.0000072;1.5104;0.0049;-0.224;0.055;-0.074;0.298;.166110;.376800;-.2220960;-0.001;0.080
51130;0.166641;0.000039;0.374887;0.000068;-0.2236105;0.0000071;1.5240;0.0051;-0.302;0.055;-0.084;0.298;.166620;.374820;-.2236190;-0.003;0.054
51131;0.166658;0.000039;0.372837;0.000077;-0.2251343;0.0000071;1.5206;0.0067;-0.336;0.055;-0.081;0.298;.166590;.372680;-.2251430;-0.075;0.172
51132;0.166210;0.000059;0.370784;0.000104;-0.2266438;0.0000113;1.4936;0.0065;-0.326;0.063;-0.065;0.298;.166180;.370690;-.2266690;-0.128;0.196
51133;0.165470;0.000074;0.368730;0.000127;-0.2281167;0.0000108;1.4521;0.0078;-0.297;0.110;-0.036;0.168;.165440;.368620;-.2281310;-0.111;0.184
51134;0.164697;0.000078;0.366728;0.000147;-0.2295476;0.0000108;1.4095;0.0074;-0.254;0.127;0.001;0.206;.164590;.366530;-.2295470;-0.056;0.095
51135;0.164173;0.000082;0.364807;0.000150;-0.2309362;0.0000100;1.3685;0.0074;-0.201;0.127;0.038;0.206;.164060;.364670;-.2309380;-0.015;-0.082
51136;0.163849;0.000094;0.362874;0.000152;-0.2322829;0.0000100;1.3225;0.0071;-0.155;0.127;0.071;0.206;.163740;.362710;-.2322770;-0.042;-0.041
51137;0.163275;0.000105;0.360960;0.000147;-0.2335806;0.0000102;1.2746;0.0071;-0.119;0.127;0.091;0.206;.163200;.360760;-.2335820;-0.011;-0.066
51138;0.162044;0.000096;0.359070;0.000136;-0.2348361;0.0000101;1.2386;0.0082;-0.089;0.127;0.094;0.206;.162040;.359040;-.2348520;-0.027;-0.212
51139;0.160166;0.000077;0.357109;0.000110;-0.2360646;0.0000129;1.2230;0.0072;-0.071;0.315;0.083;0.298;.160030;.357130;-.2360610;-0.067;-0.162
51140;0.158196;0.000073;0.355059;0.000096;-0.2372905;0.0000104;1.2326;0.0083;-0.064;0.315;0.069;0.298;.158090;.354910;-.2372750;-0.024;-0.191
51141;0.156435;0.000073;0.353076;0.000095;-0.2385353;0.0000106;1.2587;0.0077;-0.059;0.315;0.064;0.298;.156480;.352940;-.2385630;0.014;0.054
51142;0.154895;0.000070;0.351189;0.000107;-0.2398212;0.0000113;1.3249;0.0079;-0.050;0.315;0.069;0.298;.154930;.351080;-.2398440;0.035;0.098
51143;0.153772;0.000061;0.349254;0.000104;-0.2412064;0.0000116;1.4552;0.0081;-0.042;0.315;0.074;0.298;.153770;.349160;-.2411550;-0.038;0.228
51144;0.152872;0.000066;0.347205;0.000109;-0.2427429;0.0000117;1.6196;0.0072;-0.036;0.315;0.075;0.298;.152870;.347140;-.2427040;-0.149;0.309
51145;0.151915;0.000075;0.345035;0.000114;-0.2444428;0.0000086;1.7758;0.0075;-0.028;0.315;0.076;0.298;.151860;.344890;-.2444480;-0.295;0.190
51146;0.150996;0.000079;0.342883;0.000125;-0.2462717;0.0000093;1.8635;0.0057;-0.021;0.315;0.066;0.298;.150870;.342630;-.2462790;-0.376;0.062
51147;0.150222;0.000120;0.340942;0.000149;-0.2481347;0.0000076;1.8457;0.0058;-0.023;0.068;0.032;0.298;.150250;.340730;-.2481490;-0.375;-0.142
51148;0.149265;0.000115;0.339261;0.000146;-0.2499326;0.0000068;1.7362;0.0049;-0.029;0.068;-0.007;0.298;.149440;.339290;-.2499460;-0.274;-0.182
51149;0.148032;0.000122;0.337725;0.000148;-0.2515963;0.0000061;1.5942;0.0046;-0.033;0.068;-0.006;0.298;.148060;.337590;-.2516030;-0.092;0.018
51150;0.147085;0.000127;0.336309;0.000141;-0.2531182;0.0000061;1.4438;0.0041;-0.045;0.068;0.033;0.298;.146980;.336120;-.2531290;0.155;0.076
51151;0.146536;0.000127;0.335180;0.000137;-0.2544822;0.0000055;1.2884;0.0044;-0.072;0.068;0.069;0.298;.146520;.335080;-.2544910;0.387;0.012
51152;0.145944;0.000128;0.334314;0.000152;-0.2557094;0.0000063;1.1762;0.0056;-0.102;0.070;0.079;0.298;.145960;.334300;-.2557150;0.554;-0.195
51153;0.145014;0.000091;0.333483;0.000153;-0.2568519;0.0000097;1.1161;0.0056;-0.114;0.072;0.079;0.298;.144940;.333360;-.2568680;0.606;-0.467
51154;0.143776;0.000088;0.332548;0.000137;-0.2579528;0.0000093;1.0898;0.0071;-0.103;0.073;0.075;0.298;.143730;.332270;-.2579490;0.485;-0.390
51155;0.142350;0.000076;0.331428;0.000131;-0.2590345;0.0000103;1.0724;0.0072;-0.069;0.073;0.060;0.298;.142260;.331140;-.2590450;0.312;-0.173
51156;0.140926;0.000072;0.329939;0.000124;-0.2601078;0.0000109;1.0855;0.0076;-0.027;0.073;0.047;0.298;.140850;.329720;-.2601250;0.120;0.018
51157;0.139735;0.000065;0.328052;0.000116;-0.2612209;0.0000113;1.1448;0.0075;-0.013;0.073;0.089;0.298;.139700;.327880;-.2611980;-0.005;0.083
51158;0.138751;0.000065;0.325992;0.000111;-0.2623934;0.0000103;1.1922;0.0076;-0.022;0.073;0.178;0.298;.138680;.325810;-.2623830;-0.193;0.153
51159;0.137961;0.000067;0.323973;0.000082;-0.2635852;0.0000102;1.1795;0.0070;-0.038;0.074;0.271;0.298;.137890;.323810;-.2636020;-0.424;0.188
51160;0.137425;0.000046;0.322062;0.000062;-0.2647382;0.0000095;1.1244;0.0059;-0.062;0.043;0.336;0.298;.137390;.321940;-.2647510;-0.358;0.209
51161;0.137199;0.000048;0.320253;0.000090;-0.2658300;0.0000061;1.0574;0.0055;-0.097;0.060;0.344;0.298;.137150;.320130;-.2658350;-0.316;0.238
51162;0.137272;0.000056;0.318602;0.000094;-0.2668490;0.0000054;0.9784;0.0039;-0.128;0.053;0.261;0.298;.137240;.318410;-.2668620;-0.219;0.230
51163;0.137563;0.000059;0.317184;0.000101;-0.2677816;0.0000047;0.8839;0.0037;-0.136;0.053;0.090;0.298;.137450;.316970;-.2677810;-0.115;0.030
51164;0.138074;0.000065;0.315901;0.000105;-0.2686183;0.0000051;0.7938;0.0035;-0.134;0.053;-0.062;0.298;.137950;.315730;-.2686130;0.002;-0.090
51165;0.138948;0.000071;0.314657;0.000109;-0.2693745;0.0000051;0.7196;0.0034;-0.121;0.053;-0.139;0.298;.138870;.314470;-.2693900;0.114;-0.213
51166;0.140151;0.000066;0.313583;0.000137;-0.2700620;0.0000045;0.6589;0.0047;-0.094;0.056;-0.160;0.298;.140080;.313340;-.2700750;0.167;-0.178
51167;0.141443;0.000066;0.312699;0.000132;-0.2707034;0.0000078;0.6316;0.0049;-0.062;0.315;-0.142;0.298;.141430;.312550;-.2706980;0.175;-0.143
51168;0.142411;0.000074;0.311704;0.000129;-0.2713384;0.0000087;0.6439;0.0059;-0.044;0.315;-0.089;0.298;.142400;.311680;-.2713370;0.121;-0.055
51169;0.142876;0.000070;0.310260;0.000128;-0.2720031;0.0000088;0.6921;0.0063;-0.041;0.315;-0.010;0.298;.142860;.310170;-.2720570;0.032;0.163
51170;0.143069;0.000067;0.308519;0.000126;-0.2727467;0.0000090;0.8128;0.0067;-0.040;0.315;0.065;0.298;.143050;.308250;-.2727810;-0.030;0.216
51171;0.143171;0.000066;0.306873;0.000126;-0.2736524;0.0000100;1.0047;0.0067;-0.041;0.315;0.105;0.298;.143130;.306690;-.2735780;-0.115;0.227
51172;0.143161;0.000068;0.305385;0.000119;-0.2747527;0.0000099;1.1863;0.0069;-0.053;0.315;0.111;0.298;.143110;.305330;-.2746410;-0.244;0.315
51173;0.142896;0.000082;0.303959;0.000074;-0.2760031;0.0000096;1.3021;0.0065;-0.071;0.315;0.090;0.298;.142820;.303820;-.2759310;-0.456;0.175
51174;0.142363;0.000099;0.302607;0.000087;-0.2773337;0.0000085;1.3481;0.0062;-0.080;0.040;0.040;0.298;.142260;.302430;-.2773300;-0.567;0.008
51175;0.141802;0.000102;0.301349;0.000088;-0.2786778;0.0000078;1.3295;0.0056;-0.071;0.153;-0.037;0.131;.141690;.301160;-.2787160;-0.629;-0.124
51176;0.141288;0.000101;0.300148;0.000105;-0.2799799;0.0000074;1.2726;0.0049;-0.045;0.153;-0.109;0.131;.141210;.299910;-.2800170;-0.472;-0.297
51177;0.140679;0.000106;0.298889;0.000102;-0.2812123;0.0000060;1.1838;0.0048;-0.003;0.153;-0.141;0.131;.140690;.298710;-.2812110;-0.191;-0.265
51178;0.139756;0.000101;0.297455;0.000109;-0.2823365;0.0000062;1.0620;0.0038;0.039;0.153;-0.137;0.131;.139760;.297390;-.2823330;0.126;-0.081
51179;0.138658;0.000110;0.295719;0.000106;0.7166607;0.0000048;0.9492;0.0055;0.070;0.153;-0.126;0.131;.138510;.295650;.7166370;0.220;-0.191
51180;0.137866;0.000081;0.293740;0.000107;0.7157514;0.0000091;0.8776;0.0069;0.089;0.185;-0.120;0.160;.137710;.293550;.7157410;0.321;-0.564
51181;0.137502;0.000087;0.291859;0.000111;0.7148905;0.0000130;0.8510;0.0081;0.103;0.315;-0.117;0.298;.137480;.291660;.7148720;0.333;-0.897
51182;0.137213;0.000091;0.290287;0.000104;0.7140399;0.0000135;0.8529;0.0099;0.118;0.315;-0.113;0.298;.137190;.290230;.7139820;0.302;-0.840
51183;0.136814;0.000083;0.288977;0.000104;0.7131795;0.0000149;0.8702;0.0106;0.133;0.315;-0.108;0.298;.136690;.288940;.7131390;0.214;-0.574
51184;0.136478;0.000085;0.287917;0.000094;0.7122771;0.0000163;0.9546;0.0118;0.141;0.315;-0.092;0.298;.136360;.287820;.7122810;0.164;-0.199
51185;0.136328;0.000073;0.287190;0.000097;0.7112628;0.0000182;1.0616;0.0117;0.141;0.315;-0.060;0.298;.136280;.287070;.7112410;0.200;0.211
51186;0.136199;0.000062;0.286717;0.000090;0.7101813;0.0000169;1.0866;0.0127;0.141;0.315;-0.023;0.298;.136140;.286610;.7101380;0.207;0.280
51187;0.135833;0.000055;0.286345;0.000095;0.7091023;0.0000177;1.0737;0.0118;0.138;0.315;0.011;0.298;.135710;.286270;.7091040;0.200;0.356
51188;0.134990;0.000076;0.285864;0.000092;0.7080330;0.0000165;1.0635;0.0108;0.120;0.315;0.047;0.298;.134860;.285720;.7080490;0.215;0.422
51189;0.133552;0.000118;0.285036;0.000094;0.7069913;0.0000125;1.0051;0.0105;0.081;0.072;0.087;0.136;.133490;.284910;.7069560;0.195;0.431
51190;0.131545;0.000115;0.283730;0.000090;0.7060460;0.0000130;0.8769;0.0083;0.028;0.070;0.122;0.112;.131450;.283640;.7060060;0.171;0.388
51191;0.129261;0.000120;0.282052;0.000095;0.7052322;0.0000109;0.7646;0.0085;-0.034;0.070;0.154;0.112;.129100;.281870;.7052330;0.120;0.083
51192;0.127043;0.000119;0.280153;0.000100;0.7044978;0.0000109;0.7091;0.0073;-0.106;0.070;0.201;0.112;.126900;.280070;.7044610;0.075;-0.091
51193;0.124932;0.000120;0.278152;0.000092;0.7038159;0.0000096;0.6477;0.0074;-0.163;0.070;0.234;0.112;.124920;.278020;.7037620;0.040;-0.129
51194;0.122795;0.000123;0.276234;0.000093;0.7032053;0.0000100;0.5777;0.0074;-0.192;0.070;0.227;0.112;.122820;.276030;.7031910;0.048;-0.024
51195;0.120711;0.000073;0.274519;0.000090;0.7026500;0.0000113;0.5392;0.0064;-0.200;0.066;0.188;0.298;.120620;.274400;.7026250;0.055;0.214
51196;0.118968;0.000096;0.272986;0.000106;0.7021046;0.0000080;0.5676;0.0069;-0.204;0.315;0.143;0.298;.118870;.272900;.7020740;-0.026;0.343
51197;0.117606;0.000094;0.271568;0.000098;0.7014885;0.0000080;0.6747;0.0069;-0.207;0.315;0.111;0.298;.117530;.271450;.7014750;-0.096;0.305
51198;0.116620;0.000099;0.270185;0.000113;0.7007350;0.0000112;0.8422;0.0084;-0.195;0.315;0.096;0.298;.116510;.270050;.7007330;-0.139;0.172
51199;0.116164;0.000100;0.268850;0.000100;0.6997949;0.0000147;1.0372;0.0091;-0.164;0.315;0.098;0.298;.116100;.268630;.6997900;-0.162;0.066
51200;0.116199;0.000102;0.267656;0.000102;0.6986696;0.0000144;1.2050;0.0121;-0.128;0.315;0.126;0.298;.116140;.267460;.6986490;-0.181;0.048
51201;0.116304;0.000124;0.266583;0.000119;0.6974004;0.0000193;1.3261;0.0144;-0.103;0.315;0.170;0.298;.116330;.266480;.6973720;-0.224;0.074
51202;0.116018;0.000140;0.265526;0.000117;0.6960321;0.0000249;1.4029;0.0134;-0.082;0.315;0.199;0.298;.116040;.265470;.6960030;-0.295;0.077
51203;0.115198;0.000162;0.264419;0.000133;0.6946229;0.0000187;1.3948;0.0141;-0.051;0.080;0.186;0.106;.115100;.264350;.6945500;-0.256;0.064
51204;0.114072;0.000180;0.263337;0.000146;0.6932717;0.0000133;1.2991;0.0108;-0.017;0.118;0.144;0.115;.113920;.263120;.6931850;-0.100;0.021
51205;0.112907;0.000169;0.262400;0.000149;0.6920226;0.0000109;1.2098;0.0087;-0.004;0.124;0.078;0.100;.112830;.262250;.6919960;0.116;0.098
51206;0.111701;0.000171;0.261561;0.000146;0.6908400;0.0000111;1.1568;0.0062;-0.025;0.124;-0.020;0.100;.111640;.261450;.6908520;0.305;0.216
51207;0.110606;0.000159;0.260689;0.000142;0.6896962;0.0000057;1.1422;0.0066;-0.057;0.124;-0.053;0.100;.110480;.260550;.6896900;0.382;0.218
51208;0.109460;0.000160;0.259736;0.000132;0.6885426;0.0000072;1.1665;0.0048;-0.112;0.124;-0.010;0.100;.109400;.259590;.6885240;0.405;0.047
51209;0.108161;0.000135;0.258694;0.000117;0.6873592;0.0000077;1.2029;0.0058;-0.176;0.138;0.069;0.298;.108160;.258590;.6873410;0.348;-0.181
51210;0.106679;0.000138;0.257504;0.000121;0.6861334;0.0000092;1.2494;0.0086;-0.226;0.104;0.135;0.298;.106640;.257490;.6861150;-0.101;-0.181
51211;0.105085;0.000172;0.256168;0.000104;0.6848614;0.0000153;1.2930;0.0090;-0.243;0.068;0.123;0.298;.105030;.256080;.6848460;-0.131;-0.097
51212;0.103477;0.000174;0.254822;0.000128;0.6835524;0.0000155;1.3218;0.0108;-0.218;0.068;0.018;0.298;.103380;.254690;.6835470;-0.129;-0.052
51213;0.102003;0.000189;0.253602;0.000157;0.6822235;0.0000153;1.3336;0.0105;-0.176;0.068;-0.069;0.298;.101750;.253390;.6822120;-0.192;-0.112
51214;0.100997;0.000190;0.252729;0.000161;0.6808901;0.0000142;1.3308;0.0105;-0.124;0.068;-0.109;0.298;.100770;.252400;.6808730;-0.374;0.176
51215;0.100416;0.000184;0.252387;0.000166;0.6795688;0.0000143;1.3073;0.0109;-0.064;0.051;-0.127;0.298;.100380;.252260;.6795660;-0.243;0.001
51216;0.099705;0.000192;0.252401;0.000170;0.6782858;0.0000165;1.2529;0.0096;-0.011;0.097;-0.135;0.298;.099720;.252380;.6782890;0.032;-0.534
51217;0.098465;0.000190;0.252428;0.000170;0.6770737;0.0000129;1.1665;0.0107;0.022;0.120;-0.130;0.166;.098340;.252260;.6770550;0.023;-0.422
51218;0.096756;0.000188;0.252353;0.000162;0.6759528;0.0000137;1.0800;0.0096;0.024;0.120;-0.123;0.166;.096530;.252090;.6759100;0.005;-0.134
51219;0.094787;0.000186;0.252088;0.000143;0.6749095;0.0000142;1.0062;0.0103;-0.014;0.104;-0.150;0.157;.094590;.252050;.6748970;-0.054;-0.013
51220;0.092703;0.000185;0.251388;0.000147;0.6739404;0.0000155;0.9326;0.0105;-0.051;0.104;-0.345;0.157;.092500;.251370;.6739270;-0.109;-0.007
51221;0.090817;0.000180;0.250398;0.000147;0.6730340;0.0000154;0.8901;0.0103;-0.075;0.104;-0.580;0.157;.090610;.250190;.6730310;0.004;0.103
51222;0.089244;0.000171;0.249380;0.000149;0.6721369;0.0000135;0.9176;0.0121;-0.095;0.092;-0.653;0.175;.089120;.249330;.6721840;0.108;0.084
51223;0.087962;0.000120;0.248401;0.000112;0.6711780;0.0000186;1.0075;0.0096;-0.113;0.315;-0.588;0.125;.087860;.248370;.6711830;0.229;0.365
51224;0.086864;0.000124;0.247594;0.000101;0.6701116;0.0000137;1.1284;0.0114;-0.122;0.315;-0.444;0.298;.086770;.247460;.6701030;0.295;0.470
51225;0.085789;0.000113;0.247128;0.000111;0.6689159;0.0000131;1.2651;0.0090;-0.116;0.053;-0.265;0.298;.085630;.246990;.6689060;0.202;0.262
51226;0.084526;0.000109;0.246968;0.000094;0.6675711;0.0000117;1.4327;0.0090;-0.092;0.053;-0.119;0.298;.084480;.246820;.6675580;0.047;0.070
51227;0.082770;0.000111;0.246870;0.000096;0.6660497;0.0000124;1.6028;0.0084;-0.052;0.053;-0.067;0.298;.082810;.246830;.6660510;-0.200;-0.126
