MJD;X;sigma_X;Y;sigma_Y;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;dX;sigma_dX;dY;sigma_dY;bulB/X;bulB/Y;bulB/UT1-UTC;bulB/dX;bulB/dY
52777;-0.023686;0.000043;0.535653;0.000064;-0.3708895;0.0000055;0.2347;0.0043;0.060;0.057;0.030;0.118;-0.023560;0.535470;-0.3708860;0.270;0.129
52778;-0.021351;0.000051;0.536685;0.000059;-0.3710596;0.0000055;0.1385;0.0035;0.066;0.060;0.019;0.112;-0.021250;0.536550;-0.3710520;0.221;0.118
52779;-0.018613;0.000054;0.537707;0.000045;-0.3712112;0.0000043;0.1764;0.0034;0.091;0.047;0.007;0.128;-0.018500;0.537530;-0.3712130;0.195;0.142
52780;-0.015403;0.000064;0.538787;0.000043;-0.3714275;0.0000039;0.2598;0.0029;0.114;0.047;-0.007;0.115;-0.015430;0.538610;-0.3714480;0.191;0.234
52781;-0.012596;0.000064;0.539873;0.000042;-0.3717446;0.0000039;0.3847;0.0026;0.128;0.047;-0.016;0.115;-0.012490;0.539640;-0.3717310;0.233;0.156
52782;-0.009859;0.000058;0.540760;0.000035;-0.3722000;0.0000033;0.5188;0.0026;0.134;0.047;-0.003;0.115;-0.009800;0.540440;-0.3722000;0.210;-0.004
52783;-0.006997;0.000061;0.541157;0.000036;-0.3727704;0.0000035;0.6174;0.0024;0.132;0.049;0.022;0.340;-0.006960;0.540960;-0.3727690;0.137;-0.036
52784;-0.004099;0.000052;0.541396;0.000052;-0.3734155;0.0000034;0.6579;0.0025;0.119;0.041;0.036;0.102;-0.004030;0.541340;-0.3733950;0.040;0.011
52785;-0.001049;0.000053;0.541713;0.000074;-0.3740623;0.0000035;0.6265;0.0027;0.094;0.052;0.041;0.340;-0.000940;0.541610;-0.3740370;-0.070;0.113
52786;0.002305;0.000052;0.542162;0.000096;-0.3746549;0.0000042;0.5543;0.0024;0.067;0.061;0.044;0.197;0.002370;0.541990;-0.3746410;-0.009;0.110
52787;0.005844;0.000072;0.542783;0.000087;-0.3751600;0.0000032;0.4494;0.0026;0.070;0.085;0.048;0.172;0.005880;0.542640;-0.3751620;0.063;-0.018
52788;0.009267;0.000080;0.543776;0.000086;-0.3755426;0.0000032;0.3113;0.0022;0.074;0.085;0.030;0.172;0.009390;0.543690;-0.3755520;0.138;-0.117
52789;0.012436;0.000072;0.544692;0.000081;-0.3757739;0.0000029;0.1470;0.0021;0.083;0.085;0.011;0.172;0.012550;0.544580;-0.3757760;0.138;0.027
52790;0.015583;0.000071;0.545731;0.000078;-0.3758254;0.0000027;-0.0510;0.0019;0.091;0.084;0.010;0.167;0.015640;0.545500;-0.3758550;0.171;0.125
52791;0.018423;0.000063;0.546622;0.000067;-0.3756750;0.0000025;-0.2398;0.0018;0.103;0.084;0.022;0.172;0.018520;0.546410;-0.3757030;0.201;0.264
52792;0.021238;0.000064;0.547285;0.000061;-0.3753688;0.0000025;-0.3595;0.0020;0.116;0.080;0.026;0.340;0.021340;0.546990;-0.3753690;0.254;0.197
52793;0.024318;0.000037;0.547837;0.000042;-0.3749720;0.0000030;-0.4311;0.0022;0.118;0.061;0.011;0.135;0.024380;0.547540;-0.3749710;0.301;0.140
52794;0.027726;0.000039;0.548040;0.000057;-0.3745166;0.0000037;-0.4726;0.0025;0.115;0.111;-0.008;0.148;0.027810;0.547850;-0.3745520;0.324;0.003
52795;0.031437;0.000044;0.548067;0.000058;-0.3740625;0.0000040;-0.4068;0.0028;0.121;0.111;-0.011;0.148;0.031540;0.547890;-0.3740740;0.314;-0.103
52796;0.034924;0.000044;0.548003;0.000051;-0.3737471;0.0000042;-0.2085;0.0033;0.130;0.111;-0.003;0.148;0.035020;0.547910;-0.3737490;0.192;-0.117
52797;0.038137;0.000034;0.548002;0.000051;-0.3736632;0.0000052;0.0429;0.0029;0.136;0.147;0.035;0.196;0.038190;0.547810;-0.3736780;0.103;-0.047
52798;0.041340;0.000064;0.548040;0.000050;-0.3738342;0.0000041;0.2983;0.0033;0.121;0.128;0.022;0.161;0.041410;0.547810;-0.3738780;0.008;0.005
52799;0.044743;0.000066;0.548107;0.000047;-0.3742398;0.0000040;0.4937;0.0027;0.100;0.128;0.011;0.161;0.044810;0.547930;-0.3742770;-0.028;0.175
52800;0.048288;0.000072;0.548212;0.000046;-0.3747728;0.0000036;0.5426;0.0026;0.080;0.166;-0.001;0.340;0.048330;0.548050;-0.3747790;0.067;0.107
52801;0.051679;0.000073;0.548246;0.000051;-0.3752727;0.0000033;0.4345;0.0022;0.061;0.253;-0.044;0.148;0.051790;0.548060;-0.3752700;0.239;-0.010
52802;0.055145;0.000073;0.547941;0.000058;-0.3755976;0.0000026;0.1936;0.0020;0.069;0.253;-0.062;0.148;0.055260;0.547750;-0.3756120;0.445;-0.180
52803;0.058562;0.000073;0.547386;0.000053;-0.3756306;0.0000024;-0.1354;0.0030;0.085;0.253;-0.065;0.148;0.058730;0.547230;-0.3756430;0.556;-0.135
52804;0.062100;0.000037;0.546874;0.000057;-0.3753346;0.0000054;-0.4411;0.0025;0.091;0.305;-0.063;0.182;0.062170;0.546630;-0.3753230;0.491;-0.209
52805;0.065808;0.000052;0.546356;0.000058;-0.3747851;0.0000044;-0.6369;0.0035;0.089;0.265;-0.069;0.159;0.065870;0.546100;-0.3747700;0.360;-0.308
52806;0.069739;0.000051;0.545773;0.000054;-0.3741066;0.0000044;-0.6955;0.0027;0.094;0.264;-0.079;0.158;0.069830;0.545570;-0.3741000;0.204;-0.353
52807;0.074058;0.000069;0.545264;0.000057;-0.3734358;0.0000033;-0.6290;0.0027;0.109;0.161;-0.092;0.128;0.074140;0.545040;-0.3734360;0.051;-0.263
52808;0.078553;0.000067;0.545047;0.000057;-0.3728739;0.0000032;-0.4864;0.0023;0.155;0.170;-0.113;0.184;0.078630;0.544840;-0.3728820;0.048;-0.078
52809;0.082898;0.000068;0.544941;0.000066;-0.3724738;0.0000033;-0.3112;0.0023;0.167;0.170;-0.120;0.184;0.083140;0.544680;-0.3724930;0.134;0.059
52810;0.087706;0.000069;0.544717;0.000061;-0.3722424;0.0000032;-0.1633;0.0024;0.169;0.170;-0.099;0.184;0.087770;0.544520;-0.3722550;0.289;-0.096
52811;0.091962;0.000069;0.544569;0.000065;-0.3721242;0.0000034;-0.0846;0.0022;0.161;0.156;-0.068;0.199;0.092070;0.544420;-0.3721070;0.450;-0.241
52812;0.095894;0.000078;0.544270;0.000066;-0.3720521;0.0000031;-0.0694;0.0027;0.142;0.103;-0.059;0.177;0.095980;0.544080;-0.3720050;0.425;-0.270
52813;0.099778;0.000063;0.543801;0.000063;-0.3719666;0.0000041;-0.1107;0.0025;0.116;0.123;-0.075;0.227;0.099880;0.543620;-0.3719230;0.372;-0.177
52814;0.103560;0.000057;0.543181;0.000067;-0.3718132;0.0000038;-0.2046;0.0028;0.092;0.130;-0.089;0.197;0.103640;0.543060;-0.3718090;0.281;-0.064
52815;0.107227;0.000062;0.542676;0.000075;-0.3715434;0.0000039;-0.3405;0.0030;0.083;0.137;-0.093;0.212;0.107340;0.542480;-0.3715590;0.238;-0.147
52816;0.110934;0.000058;0.542261;0.000073;-0.3711283;0.0000046;-0.4880;0.0030;0.092;0.137;-0.097;0.212;0.111030;0.542050;-0.3711060;0.183;-0.109
52817;0.114728;0.000059;0.541868;0.000071;-0.3705680;0.0000045;-0.6337;0.0030;0.103;0.137;-0.102;0.212;0.114840;0.541520;-0.3705660;0.156;0.036
52818;0.118625;0.000038;0.541249;0.000064;-0.3698640;0.0000040;-0.7700;0.0028;0.121;0.160;-0.081;0.234;0.118730;0.540990;-0.3698540;0.124;0.195
52819;0.122629;0.000072;0.540632;0.000067;-0.3690390;0.0000032;-0.8731;0.0025;0.125;0.107;-0.079;0.165;0.122740;0.540420;-0.3690180;0.183;0.255
52820;0.126695;0.000078;0.540068;0.000064;-0.3681373;0.0000029;-0.9175;0.0023;0.137;0.103;-0.087;0.158;0.126790;0.539860;-0.3681090;0.225;0.084
52821;0.130474;0.000079;0.539498;0.000048;-0.3672314;0.0000032;-0.8796;0.0020;0.144;0.090;-0.104;0.340;0.130560;0.539290;-0.3672270;0.229;-0.163
52822;0.133827;0.000080;0.538767;0.000051;-0.3664000;0.0000027;-0.7761;0.0021;0.154;0.081;-0.143;0.107;0.133980;0.538570;-0.3664210;0.264;-0.213
52823;0.136819;0.000080;0.537748;0.000051;-0.3656904;0.0000027;-0.6389;0.0020;0.150;0.081;-0.137;0.107;0.137040;0.537500;-0.3656920;0.242;-0.149
52824;0.139886;0.000072;0.536108;0.000049;-0.3651369;0.0000029;-0.4576;0.0027;0.154;0.081;-0.116;0.107;0.139980;0.535890;-0.3651290;0.227;0.108
52825;0.143079;0.000046;0.534342;0.000048;-0.3647755;0.0000046;-0.2753;0.0029;0.154;0.095;-0.091;0.101;0.143200;0.534100;-0.3647340;0.187;0.242
52826;0.146409;0.000056;0.532808;0.000055;-0.3645633;0.0000050;-0.1620;0.0039;0.139;0.080;-0.081;0.340;0.146510;0.532570;-0.3644890;0.101;0.247
52827;0.149622;0.000049;0.531372;0.000055;-0.3644225;0.0000064;-0.1359;0.0031;0.118;0.294;-0.103;0.340;0.149680;0.531190;-0.3643570;0.074;0.108
52828;0.153020;0.000057;0.529902;0.000057;-0.3642648;0.0000038;-0.1901;0.0037;0.106;0.086;-0.145;0.340;0.153090;0.529730;-0.3642560;0.204;-0.182
52829;0.156658;0.000066;0.528399;0.000059;-0.3640071;0.0000038;-0.3499;0.0027;0.104;0.111;-0.179;0.340;0.156730;0.528180;-0.3640300;0.352;-0.278
52830;0.160406;0.000070;0.526877;0.000060;-0.3635355;0.0000037;-0.5983;0.0025;0.106;0.111;-0.182;0.340;0.160450;0.526650;-0.3635320;0.464;-0.283
52831;0.163899;0.000069;0.525393;0.000058;-0.3628177;0.0000033;-0.8250;0.0022;0.111;0.111;-0.173;0.340;0.164060;0.525270;-0.3628150;0.480;-0.142
52832;0.167453;0.000065;0.524107;0.000055;-0.3619193;0.0000025;-0.9503;0.0020;0.142;0.130;-0.238;0.340;0.167540;0.523940;-0.3619300;0.439;0.004
52833;0.170546;0.000070;0.522809;0.000054;-0.3609550;0.0000021;-0.9618;0.0018;0.163;0.119;-0.251;0.129;0.170640;0.522650;-0.3609700;0.414;0.086
52834;0.173125;0.000070;0.521385;0.000052;-0.3600271;0.0000025;-0.8791;0.0015;0.181;0.110;-0.253;0.130;0.173240;0.521190;-0.3600350;0.381;0.073
52835;0.175621;0.000055;0.519911;0.000043;-0.3592249;0.0000021;-0.7122;0.0016;0.188;0.151;-0.246;0.138;0.175690;0.519660;-0.3592290;0.314;-0.060
52836;0.178222;0.000065;0.518392;0.000044;-0.3586214;0.0000020;-0.4892;0.0015;0.187;0.181;-0.247;0.140;0.178280;0.518100;-0.3586240;0.192;-0.188
52837;0.180967;0.000061;0.516802;0.000045;-0.3582400;0.0000021;-0.2857;0.0014;0.181;0.181;-0.250;0.140;0.180970;0.516510;-0.3582320;0.106;-0.268
52838;0.183448;0.000058;0.514898;0.000042;-0.3580241;0.0000019;-0.1600;0.0015;0.173;0.181;-0.239;0.140;0.183560;0.514700;-0.3580200;0.040;-0.242
52839;0.186310;0.000056;0.512863;0.000044;-0.3578958;0.0000020;-0.1070;0.0014;0.160;0.208;-0.248;0.340;0.186360;0.512610;-0.3579100;0.026;-0.374
52840;0.189297;0.000067;0.510830;0.000045;-0.3577879;0.0000020;-0.1208;0.0015;0.141;0.195;-0.246;0.340;0.189360;0.510580;-0.3577950;0.026;-0.309
52841;0.191976;0.000070;0.508717;0.000044;-0.3576363;0.0000023;-0.1883;0.0022;0.120;0.206;-0.263;0.340;0.192020;0.508560;-0.3576290;-0.031;-0.241
52842;0.194314;0.000050;0.506397;0.000049;-0.3574018;0.0000040;-0.2841;0.0026;0.104;0.124;-0.275;0.340;0.194430;0.506240;-0.3573990;0.008;-0.173
52843;0.197130;0.000062;0.504054;0.000054;-0.3570625;0.0000047;-0.3965;0.0032;0.100;0.135;-0.270;0.179;0.197180;0.503790;-0.3570760;0.099;-0.247
52844;0.199927;0.000062;0.501808;0.000059;-0.3566089;0.0000049;-0.5085;0.0034;0.103;0.135;-0.266;0.179;0.200020;0.501600;-0.3566200;0.244;-0.269
52845;0.202482;0.000064;0.499605;0.000064;-0.3560465;0.0000049;-0.6175;0.0046;0.105;0.135;-0.273;0.179;0.202520;0.499500;-0.3560510;0.337;-0.119
52846;0.204691;0.000051;0.497406;0.000070;-0.3553924;0.0000079;-0.6711;0.0044;0.143;0.141;-0.308;0.229;0.204770;0.497210;-0.3554020;0.355;0.091
52847;0.206815;0.000062;0.495003;0.000074;-0.3547322;0.0000073;-0.6410;0.0051;0.153;0.155;-0.305;0.194;0.206880;0.494770;-0.3547510;0.285;0.192
52848;0.208986;0.000069;0.492286;0.000073;-0.3541255;0.0000066;-0.5655;0.0046;0.175;0.155;-0.302;0.207;0.209050;0.492120;-0.3541420;0.207;0.108
52849;0.211309;0.000059;0.489328;0.000070;-0.3536094;0.0000056;-0.4653;0.0042;0.194;0.163;-0.299;0.340;0.211370;0.489240;-0.3536150;0.108;-0.194
52850;0.213821;0.000065;0.486599;0.000070;-0.3532165;0.0000053;-0.3001;0.0040;0.214;0.147;-0.298;0.340;0.213900;0.486430;-0.3532260;0.107;-0.385
52851;0.216506;0.000063;0.484073;0.000055;-0.3530353;0.0000057;-0.0565;0.0040;0.195;0.147;-0.288;0.340;0.216580;0.483900;-0.3530440;0.183;-0.496
52852;0.219118;0.000056;0.481724;0.000058;-0.3530927;0.0000060;0.1548;0.0047;0.174;0.147;-0.284;0.340;0.219220;0.481570;-0.3530920;0.281;-0.367
52853;0.221392;0.000042;0.479699;0.000049;-0.3533200;0.0000075;0.2915;0.0046;0.158;0.046;-0.282;0.340;0.221430;0.479470;-0.3533400;0.302;-0.181
52854;0.223077;0.000054;0.477504;0.000053;-0.3536583;0.0000071;0.3761;0.0051;0.148;0.294;-0.274;0.340;0.223150;0.477200;-0.3537200;0.261;-0.068
52855;0.224754;0.000056;0.475047;0.000051;-0.3540390;0.0000069;0.3611;0.0053;0.141;0.294;-0.270;0.340;0.224830;0.474730;-0.3540840;0.197;-0.389
52856;0.226449;0.000051;0.472553;0.000048;-0.3543228;0.0000080;0.1730;0.0051;0.135;0.062;-0.282;0.101;0.226500;0.472310;-0.3543240;0.204;-0.182
52857;0.228156;0.000054;0.469800;0.000060;-0.3543620;0.0000074;-0.0840;0.0053;0.131;0.064;-0.303;0.340;0.228230;0.469600;-0.3543660;0.240;-0.227
52858;0.230147;0.000059;0.466798;0.000053;-0.3541639;0.0000069;-0.3135;0.0046;0.127;0.064;-0.311;0.340;0.230230;0.466580;-0.3541780;0.265;-0.253
52859;0.232130;0.000064;0.463890;0.000055;-0.3537461;0.0000056;-0.5096;0.0039;0.129;0.064;-0.308;0.340;0.232240;0.463660;-0.3537490;0.229;-0.285
52860;0.234066;0.000039;0.461286;0.000076;-0.3531803;0.0000036;-0.5988;0.0033;0.146;0.071;-0.329;0.340;0.234120;0.461030;-0.3531860;0.187;-0.202
52861;0.235888;0.000049;0.459050;0.000093;-0.3525903;0.0000035;-0.5626;0.0025;0.172;0.074;-0.333;0.340;0.235980;0.458830;-0.3525970;0.197;-0.241
52862;0.237713;0.000047;0.456887;0.000093;-0.3520895;0.0000035;-0.4231;0.0022;0.196;0.107;-0.318;0.126;0.237790;0.456760;-0.3520940;0.222;-0.288
52863;0.239493;0.000044;0.454494;0.000095;-0.3517705;0.0000028;-0.2044;0.0022;0.204;0.115;-0.289;0.139;0.239600;0.454460;-0.3517730;0.307;-0.237
52864;0.241320;0.000053;0.452273;0.000096;-0.3516787;0.0000027;0.0082;0.0021;0.195;0.132;-0.274;0.123;0.241370;0.452080;-0.3516780;0.365;-0.338
52865;0.243099;0.000056;0.449969;0.000095;-0.3517677;0.0000031;0.1630;0.0020;0.178;0.132;-0.279;0.123;0.243160;0.449760;-0.3517770;0.373;-0.342
52866;0.244576;0.000059;0.447509;0.000091;-0.3519905;0.0000029;0.2750;0.0026;0.161;0.132;-0.285;0.123;0.244710;0.447420;-0.3519870;0.362;-0.317
52867;0.246018;0.000053;0.444937;0.000071;-0.3522957;0.0000042;0.3208;0.0026;0.145;0.147;-0.290;0.124;0.246050;0.444730;-0.3523300;0.373;-0.254
52868;0.247539;0.000064;0.441989;0.000078;-0.3526054;0.0000043;0.2865;0.0030;0.131;0.113;-0.296;0.340;0.247620;0.441710;-0.3526850;0.359;-0.177
52869;0.249131;0.000069;0.438862;0.000078;-0.3528405;0.0000044;0.1676;0.0037;0.118;0.113;-0.305;0.340;0.249190;0.438650;-0.3529040;0.297;-0.130
52870;0.250687;0.000060;0.435602;0.000076;-0.3529066;0.0000060;-0.0534;0.0035;0.113;0.074;-0.297;0.126;0.250720;0.435430;-0.3529140;0.172;-0.115
52871;0.252261;0.000061;0.432647;0.000075;-0.3527310;0.0000055;-0.2824;0.0045;0.116;0.089;-0.276;0.147;0.252330;0.432380;-0.3527250;0.106;-0.255
52872;0.253781;0.000059;0.429938;0.000077;-0.3523625;0.0000068;-0.4492;0.0042;0.115;0.089;-0.270;0.147;0.253840;0.429680;-0.3523710;0.107;-0.462
52873;0.254935;0.000054;0.427447;0.000067;-0.3518441;0.0000064;-0.5814;0.0054;0.112;0.089;-0.289;0.147;0.255050;0.427260;-0.3518440;0.122;-0.432
52874;0.255954;0.000040;0.425057;0.000060;-0.3512232;0.0000083;-0.6430;0.0049;0.082;0.140;-0.288;0.174;0.255980;0.424890;-0.3512340;0.171;-0.277
52875;0.256965;0.000042;0.422246;0.000081;-0.3505828;0.0000073;-0.6305;0.0065;0.102;0.135;-0.273;0.144;0.257020;0.422020;-0.3506380;0.100;-0.127
52876;0.258256;0.000045;0.419065;0.000085;-0.3499891;0.0000099;-0.5371;0.0056;0.130;0.152;-0.240;0.135;0.258310;0.418840;-0.3500360;0.061;-0.024
52877;0.259217;0.000049;0.415727;0.000081;-0.3495335;0.0000085;-0.3689;0.0060;0.149;0.150;-0.219;0.340;0.259350;0.415660;-0.3495410;0.037;-0.115
52878;0.260153;0.000064;0.412481;0.000080;-0.3492948;0.0000067;-0.0703;0.0055;0.145;0.131;-0.213;0.340;0.260160;0.412320;-0.3493060;0.063;-0.224
52879;0.261177;0.000065;0.409223;0.000080;-0.3494170;0.0000070;0.3007;0.0048;0.122;0.133;-0.206;0.340;0.261270;0.409070;-0.3493980;0.132;-0.315
52880;0.262140;0.000067;0.406252;0.000072;-0.3498637;0.0000069;0.5742;0.0051;0.087;0.133;-0.230;0.340;0.262410;0.406130;-0.3498590;0.195;-0.276
52881;0.263343;0.000073;0.403493;0.000053;-0.3505272;0.0000075;0.7329;0.0043;0.058;0.116;-0.262;0.340;0.263420;0.403290;-0.3505460;0.261;-0.182
52882;0.264436;0.000064;0.400681;0.000055;-0.3512782;0.0000050;0.7375;0.0043;0.050;0.065;-0.278;0.136;0.264490;0.400450;-0.3513040;0.249;0.073
52883;0.265250;0.000064;0.397711;0.000047;-0.3519493;0.0000040;0.5833;0.0031;0.058;0.068;-0.264;0.127;0.265340;0.397440;-0.3519670;0.253;0.154
52884;0.265520;0.000047;0.394599;0.000040;-0.3524184;0.0000035;0.3497;0.0025;0.064;0.119;-0.245;0.148;0.265610;0.394360;-0.3524220;0.236;0.192
52885;0.265535;0.000049;0.391380;0.000047;-0.3526365;0.0000031;0.0793;0.0024;0.057;0.145;-0.240;0.120;0.265540;0.391190;-0.3526340;0.218;0.039
52886;0.265392;0.000049;0.388123;0.000051;-0.3525877;0.0000034;-0.1589;0.0023;0.048;0.145;-0.250;0.120;0.265490;0.387910;-0.3525990;0.201;-0.102
52887;0.265119;0.000048;0.384626;0.000050;-0.3523605;0.0000034;-0.2716;0.0022;0.052;0.145;-0.261;0.120;0.265320;0.384430;-0.3523630;0.227;-0.271
52888;0.265188;0.000048;0.381095;0.000043;-0.3520714;0.0000027;-0.3037;0.0022;0.109;0.100;-0.252;0.101;0.265190;0.380840;-0.3520800;0.257;-0.265
52889;0.265059;0.000057;0.377690;0.000058;-0.3517769;0.0000029;-0.2645;0.0020;0.129;0.095;-0.241;0.340;0.265120;0.377410;-0.3518070;0.250;-0.309
52890;0.264917;0.000058;0.374463;0.000057;-0.3515779;0.0000030;-0.1189;0.0021;0.140;0.095;-0.214;0.340;0.264960;0.374190;-0.3515900;0.233;-0.244
52891;0.264705;0.000054;0.371341;0.000068;-0.3515585;0.0000030;0.0850;0.0020;0.141;0.080;-0.185;0.340;0.264780;0.371110;-0.3515600;0.198;-0.140
52892;0.264517;0.000053;0.368079;0.000064;-0.3517391;0.0000027;0.2625;0.0020;0.132;0.088;-0.174;0.340;0.264640;0.367820;-0.3517590;0.160;-0.168
52893;0.264611;0.000054;0.364771;0.000065;-0.3520624;0.0000027;0.3768;0.0018;0.114;0.088;-0.183;0.340;0.264740;0.364530;-0.3520710;0.112;-0.223
52894;0.264525;0.000052;0.361465;0.000066;-0.3524625;0.0000024;0.4005;0.0024;0.094;0.088;-0.193;0.340;0.264560;0.361260;-0.3524620;0.050;-0.286
52895;0.264239;0.000041;0.358172;0.000064;-0.3528351;0.0000040;0.3393;0.0022;0.052;0.105;-0.233;0.340;0.264300;0.357910;-0.3528470;0.024;-0.204
52896;0.264229;0.000047;0.354994;0.000067;-0.3531340;0.0000036;0.2568;0.0032;0.042;0.123;-0.243;0.340;0.264280;0.354740;-0.3531440;0.062;-0.032
52897;0.264236;0.000044;0.351957;0.000050;-0.3533449;0.0000050;0.1627;0.0028;0.034;0.117;-0.256;0.156;0.264320;0.351740;-0.3533550;0.035;0.025
52898;0.264147;0.000044;0.348963;0.000052;-0.3534556;0.0000042;0.0571;0.0032;0.036;0.119;-0.249;0.184;0.264230;0.348800;-0.3534580;0.027;-0.070
52899;0.264039;0.000047;0.346117;0.000049;-0.3534597;0.0000041;-0.0465;0.0030;0.042;0.119;-0.220;0.161;0.264090;0.345900;-0.3534420;-0.009;-0.234
52900;0.264010;0.000050;0.343180;0.000049;-0.3533486;0.0000044;-0.1919;0.0029;0.042;0.119;-0.207;0.161;0.264010;0.342920;-0.3533250;0.067;-0.376
52901;0.263704;0.000050;0.339993;0.000051;-0.3530908;0.0000040;-0.2924;0.0031;0.040;0.119;-0.229;0.161;0.263760;0.339770;-0.3530900;0.203;-0.329
52902;0.263063;0.000045;0.336607;0.000048;-0.3527989;0.0000043;-0.2876;0.0027;0.036;0.103;-0.244;0.185;0.263100;0.336400;-0.3528150;0.308;-0.257
52903;0.262541;0.000056;0.333133;0.000073;-0.3525356;0.0000035;-0.2229;0.0030;0.055;0.090;-0.226;0.113;0.262570;0.332800;-0.3525610;0.298;-0.183
52904;0.262594;0.000059;0.329913;0.000078;-0.3523906;0.0000041;-0.0457;0.0035;0.073;0.090;-0.190;0.105;0.262610;0.329590;-0.3523970;0.253;-0.161
52905;0.262488;0.000062;0.327041;0.000106;-0.3524707;0.0000060;0.2111;0.0030;0.077;0.046;-0.181;0.101;0.262550;0.326880;-0.3524690;0.218;-0.242
52906;0.261888;0.000072;0.324271;0.000097;-0.3528164;0.0000045;0.4787;0.0038;0.069;0.050;-0.200;0.118;0.261930;0.324050;-0.3528410;0.224;-0.358
52907;0.260923;0.000072;0.321006;0.000085;-0.3534213;0.0000048;0.7259;0.0033;0.054;0.050;-0.226;0.118;0.260980;0.320860;-0.3534380;0.244;-0.367
52908;0.260067;0.000080;0.317458;0.000087;-0.3542436;0.0000048;0.8992;0.0042;0.033;0.050;-0.243;0.118;0.260120;0.317310;-0.3542520;0.183;-0.393
52909;0.259529;0.000071;0.314205;0.000065;-0.3551739;0.0000069;0.9350;0.0035;0.009;0.066;-0.249;0.124;0.259650;0.313970;-0.3551960;0.121;-0.336
52910;0.259363;0.000066;0.311284;0.000067;-0.3560625;0.0000050;0.8177;0.0043;-0.009;0.094;-0.245;0.134;0.259430;0.311050;-0.3560970;0.058;-0.113
52911;0.259191;0.000061;0.308668;0.000064;-0.3567786;0.0000051;0.6085;0.0034;-0.010;0.094;-0.242;0.134;0.259270;0.308390;-0.3568040;0.014;-0.018
52912;0.259211;0.000041;0.306398;0.000053;-0.3572650;0.0000045;0.3559;0.0032;0.004;0.109;-0.248;0.128;0.259180;0.306160;-0.3572700;-0.018;-0.132
52913;0.258447;0.000050;0.304217;0.000065;-0.3574969;0.0000039;0.1228;0.0029;0.022;0.092;-0.252;0.131;0.258530;0.304000;-0.3575060;-0.058;-0.316
52914;0.257377;0.000049;0.301616;0.000066;-0.3575456;0.0000037;-0.0054;0.0023;0.032;0.092;-0.242;0.131;0.257380;0.301390;-0.3575580;-0.014;-0.379
52915;0.256291;0.000047;0.298817;0.000066;-0.3575274;0.0000024;-0.0097;0.0030;0.038;0.092;-0.228;0.131;0.256250;0.298690;-0.3575300;0.056;-0.409
52916;0.254926;0.000047;0.296315;0.000060;-0.3575584;0.0000046;0.0825;0.0027;0.051;0.056;-0.222;0.160;0.254990;0.296150;-0.3575800;0.166;-0.250
52917;0.253570;0.000053;0.293632;0.000059;-0.3577137;0.0000049;0.2385;0.0033;0.065;0.051;-0.212;0.157;0.253630;0.293450;-0.3577210;0.221;-0.086
52918;0.252222;0.000054;0.290643;0.000058;-0.3580525;0.0000048;0.4458;0.0049;0.067;0.051;-0.193;0.157;0.252280;0.290420;-0.3580400;0.240;-0.059
52919;0.250923;0.000048;0.287591;0.000047;-0.3586026;0.0000084;0.6449;0.0040;0.060;0.060;-0.178;0.182;0.250960;0.287370;-0.3586000;0.195;0.092
52920;0.249555;0.000044;0.284860;0.000052;-0.3593098;0.0000065;0.7465;0.0053;0.038;0.062;-0.221;0.181;0.249600;0.284630;-0.3593330;0.087;0.012
52921;0.248053;0.000042;0.282261;0.000054;-0.3600563;0.0000065;0.7303;0.0043;0.021;0.062;-0.234;0.181;0.248110;0.282020;-0.3600770;0.067;-0.204
52922;0.246400;0.000041;0.279447;0.000055;-0.3607590;0.0000057;0.6799;0.0041;0.003;0.062;-0.236;0.181;0.246430;0.279220;-0.3607580;0.141;-0.328
52923;0.244467;0.000036;0.276664;0.000058;-0.3614073;0.0000049;0.6030;0.0035;-0.012;0.055;-0.210;0.147;0.244420;0.276420;-0.3614210;0.213;-0.370
52924;0.242047;0.000040;0.273860;0.000062;-0.3619472;0.0000041;0.4725;0.0028;-0.016;0.058;-0.217;0.152;0.242100;0.273640;-0.3619840;0.209;-0.255
52925;0.239773;0.000037;0.270901;0.000061;-0.3623465;0.0000028;0.3245;0.0025;-0.016;0.054;-0.241;0.138;0.239820;0.270690;-0.3623750;0.157;-0.108
52926;0.237792;0.000037;0.267652;0.000059;-0.3625961;0.0000028;0.1762;0.0019;-0.012;0.070;-0.257;0.115;0.237790;0.267490;-0.3625980;0.078;-0.115
52927;0.235760;0.000051;0.264437;0.000065;-0.3627030;0.0000025;0.0401;0.0019;-0.006;0.087;-0.243;0.107;0.235850;0.264180;-0.3626930;0.026;-0.225
52928;0.233839;0.000052;0.261260;0.000065;-0.3626876;0.0000025;-0.0620;0.0018;-0.003;0.087;-0.226;0.107;0.233880;0.261050;-0.3626940;0.042;-0.346
52929;0.231719;0.000057;0.258102;0.000066;-0.3626017;0.0000026;-0.0959;0.0019;0.002;0.087;-0.230;0.107;0.231840;0.257960;-0.3626070;0.150;-0.320
52930;0.229797;0.000053;0.255246;0.000067;-0.3625289;0.0000029;-0.0305;0.0017;0.006;0.103;-0.249;0.340;0.229830;0.254970;-0.3625330;0.224;-0.142
52931;0.227918;0.000059;0.252713;0.000061;-0.3625756;0.0000023;0.1396;0.0019;0.023;0.103;-0.239;0.340;0.227960;0.252450;-0.3626020;0.218;-0.142
